student_id,oe_id,grade,semester,score,label,is_negative,split
STU0161,CSE_OE508_NLP,,5,0.0,0,1,train
STU0026,CE_OE502_SmartCity,,5,0.0,0,1,train
STU0400,ME_OE701_IndustrialAuto,B+,7,0.7,1,0,test
STU0222,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0393,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0348,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0328,CSE_OE608_MLOps,A+,6,0.9,1,0,val
STU0132,ME_OE504_FluidMech,A,5,0.8,1,0,train
STU0427,EEE_OE708_SpacePower,,7,0.0,0,1,test
STU0068,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0142,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0020,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0020,ME_OE603_RenewableEnergy,,6,0.0,0,1,val
STU0136,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0238,CE_OE702_DisasterMgmt,,7,0.0,0,1,test
STU0476,ME_OE604_Mechatronics,,6,0.0,0,1,val
STU0287,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0117,CE_OE704_ConstructionMgmt,,7,0.0,0,1,test
STU0463,EEE_OE506_PowerElec,,5,0.0,0,1,train
STU0013,EEE_OE602_FuelCells,F,6,0.0,0,0,val
STU0196,EEE_OE601_HVDC,A,6,0.8,1,0,val
STU0240,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0153,CE_OE601_EarthquakeEng,B+,6,0.7,1,0,val
STU0075,ME_OE708_AdvancedRobotics,,7,0.0,0,1,test
STU0015,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0310,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0032,ECE_OE708_QuantumComm,B+,7,0.7,1,0,test
STU0087,CSE_OE704_HCI,,7,0.0,0,1,test
STU0057,ME_OE607_Acoustics,A,6,0.8,1,0,val
STU0010,CE_OE503_StructAnalysis,,5,0.0,0,1,train
STU0050,EEE_OE607_DistribGen,,6,0.0,0,1,val
STU0427,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0348,CSE_OE501_ML,A,5,0.8,1,0,train
STU0122,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0435,EEE_OE504_SmartGrid,,5,0.0,0,1,train
STU0267,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0090,ME_OE501_Robotics,,5,0.0,0,1,train
STU0457,CE_OE706_SeismicDesign,,7,0.0,0,1,test
STU0120,CE_OE706_SeismicDesign,,7,0.0,0,1,test
STU0338,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0230,ECE_OE706_WirelessPower,,7,0.0,0,1,test
STU0342,EEE_OE602_FuelCells,,6,0.0,0,1,val
STU0455,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0393,CE_OE502_SmartCity,B+,5,0.7,1,0,train
STU0240,CSE_OE506_BigData,,5,0.0,0,1,train
STU0349,EEE_OE702_SolarFarm,A,7,0.8,1,0,test
STU0036,EEE_OE706_Superconductors,,7,0.0,0,1,test
STU0400,EEE_OE502_ElecDrives,,5,0.0,0,1,train
STU0012,CE_OE701_SmartInfra,,7,0.0,0,1,test
STU0082,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0267,ECE_OE701_AutomotiveElec,A,7,0.8,1,0,test
STU0320,ME_OE507_Tribology,A,5,0.8,1,0,train
STU0343,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0279,CE_OE701_SmartInfra,,7,0.0,0,1,test
STU0243,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0478,ME_OE502_CAD_CAM,,5,0.0,0,1,train
STU0451,EEE_OE705_GridCyber,A,7,0.8,1,0,test
STU0088,CSE_OE702_DataPrivacy,O,7,1.0,1,0,test
STU0341,ECE_OE708_QuantumComm,B+,7,0.7,1,0,test
STU0189,CE_OE704_ConstructionMgmt,,7,0.0,0,1,test
STU0425,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0441,ECE_OE502_EmbeddedSys,B+,5,0.7,1,0,train
STU0244,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0320,CSE_OE707_DigitalTwin,,7,0.0,0,1,test
STU0348,ECE_OE606_RadarSys,,6,0.0,0,1,val
STU0128,ECE_OE707_Terahertz,,7,0.0,0,1,test
STU0286,ME_OE607_Acoustics,A,6,0.8,1,0,val
STU0215,EEE_OE508_EnergyStor,A,5,0.8,1,0,train
STU0455,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0154,ECE_OE504_SignalProc,,5,0.0,0,1,train
STU0227,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0065,ME_OE605_FEA,,6,0.0,0,1,val
STU0147,CE_OE603_UrbanPlanning,,6,0.0,0,1,val
STU0458,ME_OE606_BioMech,,6,0.0,0,1,val
STU0261,EEE_OE503_RenewableEE,,5,0.0,0,1,train
STU0096,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0386,EEE_OE602_FuelCells,,6,0.0,0,1,val
STU0023,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0390,CSE_OE604_GameDev,A,6,0.8,1,0,val
STU0377,CE_OE501_GIS,A,5,0.8,1,0,train
STU0152,EEE_OE508_EnergyStor,,5,0.0,0,1,train
STU0366,ECE_OE708_QuantumComm,O,7,1.0,1,0,test
STU0486,CE_OE702_DisasterMgmt,,7,0.0,0,1,test
STU0162,CE_OE707_WasteManagement,,7,0.0,0,1,test
STU0202,CSE_OE508_NLP,,5,0.0,0,1,train
STU0122,ECE_OE505_Microcontrollers,,5,0.0,0,1,train
STU0416,CSE_OE501_ML,,5,0.0,0,1,train
STU0373,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0130,CSE_OE503_CloudComputing,,5,0.0,0,1,train
STU0441,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0384,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0281,EEE_OE707_TidalEnergy,,7,0.0,0,1,test
STU0033,ECE_OE502_EmbeddedSys,,5,0.0,0,1,train
STU0181,CE_OE706_SeismicDesign,,7,0.0,0,1,test
STU0246,ME_OE705_TurbineDes,B,7,0.6,1,0,test
STU0426,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0443,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0381,EEE_OE702_SolarFarm,O,7,1.0,1,0,test
STU0420,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0484,CE_OE508_BuildingInfo,,5,0.0,0,1,train
STU0324,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0027,EEE_OE605_PowerQuality,C,6,0.5,0,0,val
STU0205,CSE_OE502_DeepLearning,,5,0.0,0,1,train
STU0409,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0170,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0079,EEE_OE704_BatteryTech,,7,0.0,0,1,test
STU0182,EEE_OE607_DistribGen,C,6,0.5,0,0,val
STU0183,EEE_OE505_HighVoltage,,5,0.0,0,1,train
STU0359,CE_OE608_HydroEng,B+,6,0.7,1,0,val
STU0407,CE_OE703_GreenBuilding,,7,0.0,0,1,test
STU0348,CSE_OE606_Quantum,A,6,0.8,1,0,val
STU0077,ECE_OE701_AutomotiveElec,B+,7,0.7,1,0,test
STU0471,EEE_OE707_TidalEnergy,B+,7,0.7,1,0,test
STU0017,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0440,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0415,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0405,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0332,CE_OE502_SmartCity,,5,0.0,0,1,train
STU0289,ME_OE703_HydrogenEnergy,A,7,0.8,1,0,test
STU0258,EEE_OE708_SpacePower,B,7,0.6,1,0,test
STU0398,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0235,CE_OE503_StructAnalysis,,5,0.0,0,1,train
STU0188,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0319,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0271,ME_OE507_Tribology,,5,0.0,0,1,train
STU0272,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0386,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0213,EEE_OE701_EnergyAudit,,7,0.0,0,1,test
STU0152,EEE_OE704_BatteryTech,,7,0.0,0,1,test
STU0128,EEE_OE701_EnergyAudit,,7,0.0,0,1,test
STU0343,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0295,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0170,EEE_OE705_GridCyber,O,7,1.0,1,0,test
STU0077,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0248,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0386,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0350,ECE_OE506_PCBDesign,B+,5,0.7,1,0,train
STU0060,CSE_OE508_NLP,C,5,0.5,0,0,train
STU0201,EEE_OE708_SpacePower,,7,0.0,0,1,test
STU0130,ME_OE505_Composite,,5,0.0,0,1,train
STU0093,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0277,ME_OE501_Robotics,B,5,0.6,1,0,train
STU0003,CE_OE703_GreenBuilding,,7,0.0,0,1,test
STU0022,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0126,EEE_OE707_TidalEnergy,,7,0.0,0,1,test
STU0238,EEE_OE504_SmartGrid,B,5,0.6,1,0,train
STU0267,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0400,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0065,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0289,ME_OE607_Acoustics,,6,0.0,0,1,val
STU0397,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0444,EEE_OE605_PowerQuality,A,6,0.8,1,0,val
STU0270,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0424,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0408,EEE_OE508_EnergyStor,B+,5,0.7,1,0,train
STU0431,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0010,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0392,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0249,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0292,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0006,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0049,CSE_OE606_Quantum,,6,0.0,0,1,val
STU0347,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0457,EEE_OE601_HVDC,,6,0.0,0,1,val
STU0461,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0111,ME_OE708_AdvancedRobotics,A+,7,0.9,1,0,test
STU0352,ME_OE701_IndustrialAuto,O,7,1.0,1,0,test
STU0082,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0414,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0433,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0138,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0317,ECE_OE701_AutomotiveElec,,7,0.0,0,1,test
STU0415,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0124,ME_OE606_BioMech,,6,0.0,0,1,val
STU0081,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0079,EEE_OE602_FuelCells,,6,0.0,0,1,val
STU0014,ECE_OE702_MedElec,F,7,0.0,0,0,test
STU0440,ME_OE505_Composite,O,5,1.0,1,0,train
STU0168,CSE_OE702_DataPrivacy,O,7,1.0,1,0,test
STU0345,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0406,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0012,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0073,EEE_OE602_FuelCells,O,6,1.0,1,0,val
STU0062,EEE_OE701_EnergyAudit,B+,7,0.7,1,0,test
STU0349,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0099,CSE_OE505_Cybersecurity,,5,0.0,0,1,train
STU0313,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0177,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0498,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0396,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0267,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0030,CE_OE504_Geotechnical,O,5,1.0,1,0,train
STU0036,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0265,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0128,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0085,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0146,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0085,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0331,CSE_OE503_CloudComputing,,5,0.0,0,1,train
STU0429,EEE_OE508_EnergyStor,,5,0.0,0,1,train
STU0053,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0035,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0327,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0345,ME_OE607_Acoustics,,6,0.0,0,1,val
STU0248,CE_OE604_SustainableConst,B,6,0.6,1,0,val
STU0422,EEE_OE603_ElecVehicles,,6,0.0,0,1,val
STU0042,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0491,CSE_OE503_CloudComputing,,5,0.0,0,1,train
STU0221,EEE_OE704_BatteryTech,,7,0.0,0,1,test
STU0324,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0119,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0015,CSE_OE504_WebDev,,5,0.0,0,1,train
STU0212,ME_OE706_Nanotech,,7,0.0,0,1,test
STU0130,EEE_OE605_PowerQuality,,6,0.0,0,1,val
STU0079,ME_OE505_Composite,,5,0.0,0,1,train
STU0078,CE_OE708_ClimateAdapt,O,7,1.0,1,0,test
STU0456,EEE_OE603_ElecVehicles,,6,0.0,0,1,val
STU0311,ECE_OE701_AutomotiveElec,B+,7,0.7,1,0,test
STU0117,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0051,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0032,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0094,EEE_OE603_ElecVehicles,,6,0.0,0,1,val
STU0120,CSE_OE501_ML,,5,0.0,0,1,train
STU0484,CSE_OE706_AIEthics,B+,7,0.7,1,0,test
STU0225,EEE_OE703_WindEnergy,,7,0.0,0,1,test
STU0058,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0019,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0113,ME_OE606_BioMech,,6,0.0,0,1,val
STU0229,CSE_OE507_IoTProg,,5,0.0,0,1,train
STU0488,ECE_OE504_SignalProc,,5,0.0,0,1,train
STU0151,CE_OE707_WasteManagement,,7,0.0,0,1,test
STU0024,ME_OE501_Robotics,B+,5,0.7,1,0,train
STU0079,ECE_OE703_SatelliteComm,,7,0.0,0,1,test
STU0169,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0037,CE_OE707_WasteManagement,,7,0.0,0,1,test
STU0134,CSE_OE706_AIEthics,,7,0.0,0,1,test
STU0264,CSE_OE507_IoTProg,F,5,0.0,0,0,train
STU0345,ECE_OE702_MedElec,,7,0.0,0,1,test
STU0128,ECE_OE504_SignalProc,A,5,0.8,1,0,train
STU0174,CSE_OE601_ComputerVision,,6,0.0,0,1,val
STU0193,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0398,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0492,ME_OE501_Robotics,,5,0.0,0,1,train
STU0257,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0166,ME_OE607_Acoustics,C,6,0.5,0,0,val
STU0444,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0079,ME_OE601_AutomotiveEng,,6,0.0,0,1,val
STU0200,CE_OE707_WasteManagement,,7,0.0,0,1,test
STU0303,ECE_OE701_AutomotiveElec,B+,7,0.7,1,0,test
STU0392,CSE_OE606_Quantum,C,6,0.5,0,0,val
STU0388,CSE_OE705_SoftwareArch,A,7,0.8,1,0,test
STU0382,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0007,CE_OE605_CoastalEng,B,6,0.6,1,0,val
STU0500,ME_OE502_CAD_CAM,,5,0.0,0,1,train
STU0013,EEE_OE701_EnergyAudit,,7,0.0,0,1,test
STU0324,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0180,ECE_OE502_EmbeddedSys,,5,0.0,0,1,train
STU0189,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0148,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0080,CSE_OE703_FinTech,B+,7,0.7,1,0,test
STU0132,ECE_OE603_PowerElec,,6,0.0,0,1,val
STU0321,ECE_OE501_VLSI,B+,5,0.7,1,0,train
STU0268,CSE_OE702_DataPrivacy,,7,0.0,0,1,test
STU0085,ECE_OE702_MedElec,,7,0.0,0,1,test
STU0389,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0343,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0263,EEE_OE508_EnergyStor,B+,5,0.7,1,0,train
STU0458,ECE_OE708_QuantumComm,,7,0.0,0,1,test
STU0026,EEE_OE701_EnergyAudit,,7,0.0,0,1,test
STU0103,EEE_OE707_TidalEnergy,A,7,0.8,1,0,test
STU0221,CE_OE602_RemoteSensing,,6,0.0,0,1,val
STU0252,CSE_OE704_HCI,,7,0.0,0,1,test
STU0059,CE_OE507_SoilMech,,5,0.0,0,1,train
STU0005,ME_OE605_FEA,,6,0.0,0,1,val
STU0045,CSE_OE606_Quantum,,6,0.0,0,1,val
STU0187,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0496,ME_OE706_Nanotech,,7,0.0,0,1,test
STU0063,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0494,ME_OE501_Robotics,,5,0.0,0,1,train
STU0204,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0462,EEE_OE701_EnergyAudit,B+,7,0.7,1,0,test
STU0038,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0014,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0458,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0268,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0118,EEE_OE707_TidalEnergy,,7,0.0,0,1,test
STU0231,EEE_OE703_WindEnergy,,7,0.0,0,1,test
STU0167,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0077,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0360,ME_OE608_CryoEng,B,6,0.6,1,0,val
STU0282,ME_OE605_FEA,,6,0.0,0,1,val
STU0211,ECE_OE508_OpticalComm,,5,0.0,0,1,train
STU0252,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0408,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0398,EEE_OE706_Superconductors,B,7,0.6,1,0,test
STU0150,EEE_OE708_SpacePower,,7,0.0,0,1,test
STU0444,ME_OE501_Robotics,,5,0.0,0,1,train
STU0500,ECE_OE707_Terahertz,,7,0.0,0,1,test
STU0021,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0100,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0366,ME_OE605_FEA,,6,0.0,0,1,val
STU0281,EEE_OE603_ElecVehicles,,6,0.0,0,1,val
STU0098,CSE_OE706_AIEthics,,7,0.0,0,1,test
STU0075,ME_OE505_Composite,O,5,1.0,1,0,train
